,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
20,Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.379,45.97,46.556999999999995,47.126000000000005,47.648999999999994,48.05,48.236000000000004,48.176,47.888000000000005,47.431999999999995,46.942,46.589,46.507,46.773,47.396,48.313,49.402,50.498000000000005,51.473,52.277,52.9,53.376000000000005,53.794,54.225,54.693000000000005,55.21,55.772,56.358999999999995,56.958,57.571000000000005,58.21,58.891000000000005,59.618,60.388000000000005,61.19,62.001999999999995,62.798,63.553000000000004,64.25,64.881,65.447,65.956,66.43,66.88600000000001,67.331,67.773,68.21300000000001,68.648,69.072,69.485,69.881,70.256,70.60600000000001,70.93,71.23100000000001,71.514,71.785,72.05199999999999,72.32,72.59100000000001,,
21,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2475609756098,70.1956097560976,69.4919512195122,70.3092682926829,71.1212195121951,71.29390243902441,71.22341463414641,70.41390243902441,71.2251219512195,70.43,71.25634146341459,70.87365853658541,70.899512195122,71.34219512195119,71.2080487804878,71.049756097561,71.3948780487805,70.81609756097559,71.1846341463415,71.3082926829268,71.1575609756098,71.5719512195122,71.1860975609756,71.3863414634146,71.49975609756099,71.2280487804878,71.73073170731709,71.5268292682927,71.6043902439024,71.7224390243903,71.6414634146342,71.5609756097561,71.4943902439024,71.34682926829271,71.20878048780492,71.05341463414629,70.8973170731707,70.3512195121951,71.0609756097561,71.4121951219512,71.66341463414629,71.7682926829268,71.8658536585366,72.0658536585366,72.5634146341463,72.5609756097561,72.6121951219512,72.66341463414629,72.9634146341463,73.4121951219512,73.5121951219512,74.16341463414629,74.31463414634149,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.81463414634149,74.9634146341464,74.9146341463415,,
22,Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.869,53.235,54.59,55.911,57.181999999999995,58.388000000000005,59.523999999999994,60.596000000000004,61.608999999999995,62.56,63.449,64.275,65.042,65.757,66.421,67.04,67.616,68.152,68.65100000000001,69.117,69.55,69.95100000000001,70.317,70.65100000000001,70.957,71.237,71.49600000000001,71.736,71.962,72.178,72.39,72.598,72.803,73.006,73.209,73.413,73.619,73.82600000000001,74.033,74.23899999999999,74.44,74.635,74.822,74.999,75.167,75.32600000000001,75.47800000000001,75.625,75.77,75.913,76.057,76.2,76.342,76.484,76.624,76.762,76.899,77.032,77.163,77.292,,
23,"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.74,64.885,65.01100000000001,65.12100000000001,65.219,65.31,65.402,65.499,65.607,65.73,65.87,66.031,66.209,66.39699999999999,66.593,66.785,66.962,67.118,67.253,67.372,67.488,67.615,67.76899999999999,67.962,68.196,68.47399999999999,68.793,69.139,69.49600000000001,69.854,70.199,70.518,70.807,71.061,71.27600000000001,71.45100000000001,71.589,71.69800000000001,71.786,71.858,71.914,71.954,71.977,71.986,71.988,71.987,71.988,71.998,72.02199999999999,72.067,72.14399999999999,72.263,72.42399999999999,72.62,72.847,73.08800000000001,73.329,73.554,73.752,73.918,,
24,Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.353,61.019,61.646,62.243,62.818000000000005,63.381,63.94,64.499,65.059,65.62100000000001,66.187,66.756,67.32,67.867,68.39,68.872,69.296,69.657,69.954,70.193,70.399,70.601,70.82,71.061,71.315,71.53399999999999,71.65,71.626,71.461,71.184,70.877,70.645,70.577,70.725,71.093,71.645,72.307,72.976,73.569,74.05,74.403,74.637,74.803,74.941,75.068,75.19800000000001,75.342,75.498,75.665,75.844,76.031,76.219,76.40100000000001,76.569,76.723,76.865,76.998,77.128,77.262,77.40100000000001,,
25,Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.7080975609756,68.2126585365854,68.63582926829271,68.9920731707317,69.2899268292683,69.5374146341464,69.7346097560976,69.88165853658539,69.9826341463415,70.0451463414634,70.079243902439,70.093,70.0924146341464,70.0824390243902,70.06807317073171,70.04826829268289,70.0159024390244,69.9674146341464,69.9063170731707,69.84163414634149,69.8020243902439,69.8191707317073,69.9082195121951,70.0646585365854,70.2719268292683,70.9926829268293,71.549512195122,70.990243902439,71.34146341463409,71.4829268292683,70.83658536585371,70.37804878048779,70.0219512195122,68.9707317073171,68.7682926829268,68.4609756097561,68.5121951219512,68.4609756097561,68.4073170731707,67.9073170731707,68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.95609756097559,68.8512195121951,69.4048780487805,70.2073170731707,70.45609756097559,70.4073170731707,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.12926829268291,74.1756097560976,74.2268292682927,,
26,Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.981,60.531000000000006,61.092,61.663000000000004,62.24100000000001,62.823,63.402,63.971000000000004,64.525,65.058,65.566,66.047,66.50399999999999,66.939,67.354,67.751,68.135,68.509,68.874,69.229,69.577,69.921,70.257,70.575,70.865,71.11,71.294,71.405,71.437,71.38600000000001,71.242,70.99600000000001,70.66199999999999,70.268,69.845,69.439,69.1,68.858,68.734,68.734,68.847,69.04,69.27199999999999,69.51100000000001,69.749,69.998,70.286,70.63600000000001,71.059,71.541,72.057,72.57,73.044,73.452,73.782,74.03399999999999,74.219,74.365,74.49600000000001,74.623,,
27,Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,68.8978048780488,,,,,70.29,,,,,,,,,,72.3046341463415,,,,,,,,,,,74.02951219512201,,,,,,,,,77.8853658536585,77.8853658536585,78.0878048780488,78.33414634146341,78.48536585365851,78.6853658536586,78.8878048780488,78.9341463414634,79.2365853658537,79.3884390243903,79.2885365853658,81.1526829268293,81.6778048780488,80.5724390243902,80.7973170731707,81.0121951219512,81.2270731707317,81.4419512195122,81.6517073170732,81.8665853658537,,
28,Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.82,42.15,42.49,42.84,43.199,43.568000000000005,43.946999999999996,44.336999999999996,44.736999999999995,45.147,45.568000000000005,45.998999999999995,46.441,46.893,47.355,47.828,48.312,48.806000000000004,49.31,49.824,50.349,50.883,51.427,51.98,52.543,53.115,53.695,54.284,54.881,55.486000000000004,56.099,56.721000000000004,57.351000000000006,57.989,58.631,59.276,59.922,60.566,61.20399999999999,61.835,62.452,63.053999999999995,63.64,64.21,64.766,65.312,65.85300000000001,66.395,66.937,67.476,68.007,68.521,69.01,69.468,69.891,70.277,70.626,70.945,71.23899999999999,71.513,,
29,Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.143,54.63399999999999,55.13,55.626999999999995,56.121,56.61,57.091,57.563,58.025,58.475,58.911,59.332,59.739,60.132,60.513000000000005,60.88399999999999,61.243,61.595,61.942,62.286,62.63,62.976000000000006,63.326,63.68,64.039,64.406,64.782,65.165,65.553,65.947,66.343,66.742,67.141,67.539,67.932,68.318,68.695,69.061,69.419,69.76899999999999,70.116,70.462,70.813,71.17,71.531,71.896,72.26,72.618,72.96600000000001,73.3,73.619,73.921,74.209,74.483,74.745,74.994,75.23,75.456,75.672,75.881,,
30,Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.472,65.19800000000001,65.831,66.381,66.86,67.275,67.628,67.928,68.187,68.421,68.65,68.89,69.149,69.436,69.756,70.113,70.509,70.931,71.36399999999999,71.8,72.222,72.618,72.98,73.303,73.585,73.825,74.029,74.206,74.372,74.53399999999999,74.704,74.892,75.101,75.332,75.583,75.852,76.131,76.41,76.68,76.933,77.16199999999999,77.362,77.53399999999999,77.682,77.808,77.915,78.009,78.097,78.184,78.27199999999999,78.36399999999999,78.456,78.547,78.633,78.717,78.801,78.888,78.98100000000001,79.081,79.19,,
31,Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.81,55.81,56.805,57.756,58.638000000000005,59.434,60.147,60.803000000000004,61.422,62.013000000000005,62.582,63.13399999999999,63.67100000000001,64.196,64.709,65.209,65.696,66.164,66.61,67.031,67.425,67.786,68.117,68.421,68.7,68.96,69.208,69.45,69.691,69.935,70.185,70.439,70.696,70.95100000000001,71.207,71.465,71.727,71.994,72.265,72.538,72.809,73.07600000000001,73.332,73.575,73.801,74.006,74.189,74.351,74.494,74.623,74.74,74.852,74.962,75.075,75.193,75.318,75.45,75.585,75.722,75.86,,
32,Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.525999999999996,34.889,35.29,35.734,36.22,36.745,37.303000000000004,37.882,38.469,39.056999999999995,39.635,40.194,40.735,41.263000000000005,41.784,42.31100000000001,42.861000000000004,43.446999999999996,44.077,44.751000000000005,45.464,46.20399999999999,46.95399999999999,47.702,48.442,49.173,49.901,50.632,51.372,52.122,52.878,53.633,54.38399999999999,55.131,55.878,56.636,57.418,58.236000000000004,59.089,59.974,60.88399999999999,61.808,62.728,63.623999999999995,64.483,65.289,66.031,66.709,67.325,67.882,68.384,68.84,69.263,69.66199999999999,70.046,70.419,70.781,71.12899999999999,71.46,71.777,,
33,Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.178999999999995,49.684,50.17100000000001,50.641000000000005,51.099,51.547,51.99100000000001,52.435,52.885,53.346000000000004,53.824,54.327,54.853,55.398,55.957,56.523999999999994,57.091,57.648999999999994,58.18600000000001,58.692,59.174,59.647,60.108999999999995,60.543,60.916000000000004,61.167,61.227,61.059,60.651,60.016000000000005,59.191,58.232,57.218999999999994,56.222,55.284,54.41,53.571999999999996,52.748999999999995,51.946999999999996,51.214,50.629,50.281000000000006,50.232,50.518,51.15,52.13,53.435,54.983000000000004,56.678999999999995,58.446999999999996,60.211000000000006,61.91,63.511,64.976,66.265,67.33800000000001,68.178,68.812,69.275,69.592,,
34,Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.249,36.715,37.19,37.683,38.201,38.754,39.355,40.005,40.703,41.443999999999996,42.223,43.036,43.86600000000001,44.695,45.504,46.275,46.992,47.648,48.233000000000004,48.736999999999995,49.153,49.476000000000006,49.713,49.872,49.955,49.966,49.912,49.797,49.623999999999995,49.397,49.104,48.728,48.266999999999996,47.731,47.143,46.53,45.922,45.353,44.857,44.461000000000006,44.19,44.06100000000001,44.063,44.181999999999995,44.413000000000004,44.744,45.158,45.636,46.161,46.718999999999994,47.312,47.95,48.638000000000005,49.371,50.129,50.881,51.593,52.24,52.805,53.283,,
35,Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1331707317073,71.3460975609756,71.3670731707317,71.3807317073171,71.7763414634146,71.8721951219512,72.0043902439024,72.2078048780488,72.3534146341463,72.50146341463409,72.7004878048781,73.0292682926829,72.93390243902441,73.1626829268293,73.2375609756098,73.52170731707321,73.85609756097558,74.21560975609759,74.52975609756099,74.8663414634146,75.07804878048779,75.4634146341463,75.7634146341463,76.0658536585366,76.21707317073171,76.36829268292679,76.519512195122,76.71951219512201,76.91951219512201,77.119512195122,77.42195121951221,77.62195121951221,77.7243902439024,77.8243902439025,77.8268292682927,78.0292682926829,78.1804878048781,78.4317073170732,78.6341463414634,78.8853658536585,79.1365853658537,79.3390243902439,79.490243902439,79.7414634146342,79.8926829268293,80.1926829268293,80.3439024390244,80.54390243902441,80.6951219512195,80.9951219512195,81.2463414634146,81.44878048780491,81.64878048780491,81.74878048780491,81.8,81.9,81.9,81.9,82.0487804878049,82.0487804878049,,
